Unnamed: 0,ST_NAME,YEAR,AC,CANDIDATE,SEX,AGE,CATEGORY,PARTY,VOTES
169740,KERALA,1977,53 ALATHUR,1 E. M. S. NAMBOODIRIPAD,M,,,CPM,31424.0
169741,KERALA,1977,53 ALATHUR,2 V. S. VIJAYARAGHAVAN,M,,,INC,29425.0
169742,KERALA,1977,53 ALATHUR,3 R. SUKAMRAN,M,,,IND,1377.0
169743,KERALA,1977,54 CHELAKKARA,1 K. K. BALAKRISHNAN,M,,,INC,34460.0
169744,KERALA,1977,54 CHELAKKARA,2 K. S. SANKARAN,M,,,CPM,24525.0
169745,KERALA,1977,54 CHELAKKARA,3 VELAYUDHAN MANAKAL,M,,,IND,533.0
169746,KERALA,1977,54 CHELAKKARA,3 VELAYUDHAN MANAKAL,M,,,IND,533.0
169747,KERALA,1977,54 CHELAKKARA,4 E. G. CHATHU,M,,,IND,498.0
169748,KERALA,1977,54 CHELAKKARA,5 O. KESAVA DEY,M,,,IND,214.0
169749,KERALA,1977,55 WADAKKANCHERY,1 K. S. NARAYANAN NAMBOODIRI,M,,,INC,37783.0
169750,KERALA,1977,55 WADAKKANCHERY,2 A. S. N. NAMBISAN,M,,,CPM,25725.0
169751,KERALA,1977,55 WADAKKANCHERY,3 P.R. KESAVAN,M,,,IND,783.0
169752,KERALA,1977,55 WADAKKANCHERY,4 V. P. SREENIVASAN,M,,,IND,587.0
169753,KERALA,1977,55 WADAKKANCHERY,5 VAKEDADATHU V. B. KUNJIMOHAMED,M,,,IND,166.0
169754,KERALA,1977,56 KUNNAMKULAM,1 K. P. VISWANATHAN,M,,,INC,35230.0
169755,KERALA,1977,56 KUNNAMKULAM,2 T. K. KRISHNAN,M,,,CPM,29889.0
169756,KERALA,1977,56 KUNNAMKULAM,3 P. P. KUNHIKUTTAN,M,,,IND,658.0
169757,KERALA,1977,56 KUNNAMKULAM,4 P. L. JOSE MASTER,M,,,IND,559.0
169758,KERALA,1977,56 KUNNAMKULAM,5 KAVIL G. CHIDAMBARANATHAN,M,,,IND,462.0
169759,KERALA,1977,57 CHERPU,1 K. P. PRABHAKARAN,M,,,CPI,33526.0
169760,KERALA,1977,57 CHERPU,2 I. M. VELAYUDHAN,M,,,IND,29007.0
169761,KERALA,1977,57 CHERPU,3 K. K. SANKARJI,M,,,IND,936.0
169762,KERALA,1977,58 TRICHUR,1 K. J. GOERGE,M,,,BLD,32335.0
169763,KERALA,1977,58 TRICHUR,2 P. A. ANTONY,M,,,INC,28185.0
169764,KERALA,1977,58 TRICHUR,3 K. G. KARUNA,F,,,IND,1314.0
169765,KERALA,1977,59 OLLUR,1 P. R. FRANCIS,M,,,INC,30931.0
169766,KERALA,1977,59 OLLUR,2 ADV. P. K. ASOKAN,M,,,CPM,29845.0
169767,KERALA,1977,59 OLLUR,3 V. G. KITTU,M,,,IND,1366.0
169768,KERALA,1977,59 OLLUR,4 K. J. KALLOOCAREN,M,,,IND,418.0
169769,KERALA,1977,59 OLLUR,5 A. J. JOSEPH,M,,,IND,304.0
169770,KERALA,1977,60 KODAKARA,1 LONAPPAN NAMBADAN,M,,,KEC,30569.0
169771,KERALA,1977,60 KODAKARA,2 T. P. SITARAMAN,M,,,BLD,29119.0
169772,KERALA,1977,60 KODAKARA,3 V. K. RAMACHANDRAN,M,,,IND,2811.0
169773,KERALA,1977,61 CHALAKUDI,1 P. K. ITTOOP,M,,,KCP,33581.0
169774,KERALA,1977,61 CHALAKUDI,2 P. P. GEORGE,M,,,INC,25968.0
169775,KERALA,1977,61 CHALAKUDI,3 P. A. SUBRAMANIAN,M,,,IND,1073.0
169776,KERALA,1977,61 CHALAKUDI,4 K. L. THIMOTHY,M,,,IND,240.0
169777,KERALA,1977,62 MALA,1 K. KARUNAKARAN,M,,,INC,34699.0
169778,KERALA,1977,62 MALA,2 PAUL KOKKAT,M,,,CPM,25233.0
169779,KERALA,1977,62 MALA,3 KESAVAN M. A.,M,,,IND,731.0
169780,KERALA,1977,62 MALA,4 ADHINARAYANA IYER,M,,,IND,599.0
169781,KERALA,1977,62 MALA,5 K. V. K. WARRIER,M,,,IND,207.0
169782,KERALA,1977,63 IRINJALAKKUDA,1 SIDHARTHAN KATTUNGAL,M,,,INC,33377.0
169783,KERALA,1977,63 IRINJALAKKUDA,2 JOHN MANJOORAN,M,,,IND,31243.0
169784,KERALA,1977,63 IRINJALAKKUDA,3 P. S. RAJENDRANATHAN,M,,,IND,826.0
169785,KERALA,1977,63 IRINJALAKKUDA,3 P. S. RAJENDRANATHAN,M,,,IND,826.0
169786,KERALA,1977,63 IRINJALAKKUDA,4 P. C. VELAYUDHAN,M,,,IND,783.0
169787,KERALA,1977,63 IRINJALAKKUDA,5 V. RAGHAVAN PILLAI,M,,,IND,246.0
169788,KERALA,1977,64 MANALUR,1 N. I. DEVASSYKUTTY,M,,,INC,32314.0
169789,KERALA,1977,64 MANALUR,2 M. G. JAYACHANDRAN,M,,,IND,24986.0
169790,KERALA,1977,64 MANALUR,3 VARKEY VADAKKAN,M,,,IND,670.0
169791,KERALA,1977,64 MANALUR,4 N. R. RAMANKUTTY,M,,,IND,448.0
169792,KERALA,1977,64 MANALUR,5 K. R. IGNATIUS,M,,,IND,404.0
169793,KERALA,1977,64 MANALUR,6 P. M. HAMEED,M,,,IND,177.0
169794,KERALA,1977,65 GURUVAYOOR,1 B. V. SEETHI THANGAL,M,,,MUL,34063.0
169795,KERALA,1977,65 GURUVAYOOR,2 V. M. SULAIMAN,M,,,MLO,20071.0
169796,KERALA,1977,65 GURUVAYOOR,3 K. C.RAJAN,M,,,IND,1576.0
169797,KERALA,1977,66 NATTIKA,1 P. K. GOPALAKRISHNAN,M,,,CPI,32917.0
169798,KERALA,1977,66 NATTIKA,2 V. K. GOPINATHAN,M,,,BLD,24711.0
169799,KERALA,1977,66 NATTIKA,3 K. V. VISWAMBARAN,M,,,IND,570.0
169800,KERALA,1977,67 KODUNGALLUR,1 V. K. RAJAN,M,,,CPI,32159.0
169801,KERALA,1977,67 KODUNGALLUR,2 P. V. ABDUL KADER,M,,,IND,24048.0
169802,KERALA,1977,67 KODUNGALLUR,3 CHALLI KRISHNAN,M,,,IND,8158.0
169803,KERALA,1977,67 KODUNGALLUR,4 NALLIPARAMBIL VASU,M,,,IND,783.0
169804,KERALA,1977,68 ANKAMALI,1 A. P. KURIAN,M,,,CPM,36261.0
169805,KERALA,1977,68 ANKAMALI,2 P. P. THANKACHAN,M,,,INC,35700.0
169806,KERALA,1977,68 ANKAMALI,3 CHACKO ANCHERI,M,,,IND,696.0
169807,KERALA,1977,68 ANKAMALI,4 MARY VERGHESE,F,,,IND,400.0
169808,KERALA,1977,69 VADAKARA,1 T. K. ABDU,M,,,CPM,30498.0
169809,KERALA,1977,69 VADAKARA,2 K. C. MATHEW,M,,,CPI,29541.0
169810,KERALA,1977,69 VADAKARA,3 A. K. ALI AKBAR,M,,,IND,1878.0
169811,KERALA,1977,69 VADAKARA,4 K. A. KASIM IDRAS,M,,,IND,1635.0
169812,KERALA,1977,69 VADAKARA,5 VALATHU SALIM,M,,,IND,368.0
169813,KERALA,1977,69 VADAKARA,5 VALATHU SALIM,M,,,IND,368.0
169814,KERALA,1977,69 VADAKARA,6 K. K. RAMAN,M,,,IND,354.0
169815,KERALA,1977,70 PARAVUR,1 XAVIER ARAKKAL,M,,,INC,29644.0
169816,KERALA,1977,70 PARAVUR,2 VARKEY PAINANDAR,M,,,IND,24733.0
169817,KERALA,1977,70 PARAVUR,3 P. GANGADHARAN,M,,,IND,2704.0
169818,KERALA,1977,70 PARAVUR,4 K. P. KRISHNA MENON,M,,,IND,409.0
169819,KERALA,1977,70 PARAVUR,5 K. S. CHANDRAN,M,,,IND,227.0
169820,KERALA,1977,71 NARAKAL,1 T. A. PARAMAN,M,,,RSP,30985.0
169821,KERALA,1977,71 NARAKAL,2 S. VASU,M,,,CPM,28795.0
169822,KERALA,1977,71 NARAKAL,3 C. VALLON,M,,,IND,1201.0
169823,KERALA,1977,71 NARAKAL,4 C. C. KUNJAN,M,,,IND,783.0
169824,KERALA,1977,71 NARAKAL,"5 T, K, C, VADUTHALA",M,,,IND,458.0
169825,KERALA,1977,71 NARAKAL,6 T. A. VINAYAN,M,,,IND,172.0
169826,KERALA,1977,72 ERANAKULAM,1 A. L. JACOB,M,,,INC,33367.0
169827,KERALA,1977,72 ERANAKULAM,2 ALEXANDER PARAMBITHARA,M,,,BLD,31643.0
169828,KERALA,1977,72 ERANAKULAM,3 M. A. SAROJINI,F,,,IND,1122.0
169829,KERALA,1977,72 ERANAKULAM,4 KALOOR RAVI,M,,,IND,601.0
169830,KERALA,1977,72 ERANAKULAM,5 NAMBATH SIVARAMA MEMON,M,,,IND,244.0
169831,KERALA,1977,73 MATTANCHERRY,1 K. J. HARSCHEL,M,,,BLD,29543.0
169832,KERALA,1977,73 MATTANCHERRY,2 A. A. KOCHUNNY,M,,,INC,25348.0
169833,KERALA,1977,74 PALLURUTHY,1 EAPEN VARGHESE,M,,,KEC,32479.0
169834,KERALA,1977,74 PALLURUTHY,2 M. M. LAWRENCE,M,,,CPM,30638.0
169835,KERALA,1977,74 PALLURUTHY,3 K. A. DHARMAJAN,M,,,IND,2503.0
169836,KERALA,1977,74 PALLURUTHY,4 VAKACHAN ERESSERIL,M,,,IND,1487.0
169837,KERALA,1977,74 PALLURUTHY,5 V. D. ACHAPPAN,M,,,IND,403.0
169838,KERALA,1977,74 PALLURUTHY,6 B. WELLINGTON,M,,,IND,290.0
169839,KERALA,1977,75 THRIPUNITHURA,1 T. K. RAMAKRISHNAN,M,,,CPM,35754.0
169840,KERALA,1977,75 THRIPUNITHURA,2 K. M. RAMSAKUNJU,M,,,MUL,30009.0
169841,KERALA,1977,75 THRIPUNITHURA,3 K.R. PANKAJAKSHAN,M,,,IND,2223.0
169842,KERALA,1977,75 THRIPUNITHURA,4 T. V. PANKAJAKSHA PANICKER,M,,,IND,433.0
169843,KERALA,1977,75 THRIPUNITHURA,5 EDAPALLY ASOKRAJ,M,,,IND,312.0
169844,KERALA,1977,75 THRIPUNITHURA,6 T. V. KARTHIKEYAN,M,,,IND,309.0
169845,KERALA,1977,76 ALWAYE,1 T. H. MUSTHAFA,M,,,INC,37017.0
169846,KERALA,1977,76 ALWAYE,2 M. P. M. JAPHERKHAN,M,,,MLO,36259.0
169847,KERALA,1977,76 ALWAYE,3 P. S. THANKAPPAN,M,,,IND,1468.0
169848,KERALA,1977,77 PERUMBAVOOR,1 P. R. SIVAN,M,,,CPM,34133.0
169849,KERALA,1977,77 PERUMBAVOOR,2 P. I. POULOSE,M,,,INC,32386.0
169850,KERALA,1977,77 PERUMBAVOOR,3 N. V. NARAYANAN,M,,,IND,1765.0
169851,KERALA,1977,77 PERUMBAVOOR,4 GEORGE JOSEPH,M,,,IND,310.0
169852,KERALA,1977,78 KUNNATHUNAD,1 P. R. ESTHOSE,M,,,CPM,31126.0
169853,KERALA,1977,78 KUNNATHUNAD,2 PAUL P. MANI,M,,,INC,28436.0
169854,KERALA,1977,78 KUNNATHUNAD,3 FR. OUSEPH PATHICKAL,M,,,IND,4056.0
169855,KERALA,1977,78 KUNNATHUNAD,4 P. ABOOBAKER,M,,,IND,545.0
169856,KERALA,1977,78 KUNNATHUNAD,5 P. K. KUMARAN,M,,,IND,407.0
169857,KERALA,1977,78 KUNNATHUNAD,6 T. V. SUNDARAM,M,,,IND,98.0
169858,KERALA,1977,79 PIRAVOM,1 T. M. JACOB,M,,,KEC,35598.0
169859,KERALA,1977,79 PIRAVOM,2 ALUNKAL DEVASSY,M,,,BLD,29868.0
169860,KERALA,1977,79 PIRAVOM,3 K. V. CHACKO,M,,,IND,640.0
169861,KERALA,1977,79 PIRAVOM,4 OUSEPH PATHROSE,M,,,IND,282.0
169862,KERALA,1977,80 MUVATTUPUZHA,1 P. C. JOSEPH,M,,,KEC,32994.0
169863,KERALA,1977,80 MUVATTUPUZHA,2 SUNNY MANNATHUKARAN,M,,,KCP,28349.0
169864,KERALA,1977,80 MUVATTUPUZHA,3 PENNAMMA JACOB,F,,,IND,2249.0
169865,KERALA,1977,80 MUVATTUPUZHA,4 E. I. NARAYANAN,M,,,IND,1950.0
169866,KERALA,1977,80 MUVATTUPUZHA,5 M. P. ABRAHAM,M,,,IND,1450.0
169867,KERALA,1977,81 KOTHAMANGALAM,1 M. V. MANI,M,,,KEC,34523.0
169868,KERALA,1977,81 KOTHAMANGALAM,2 M. E. KURIAKOSE,M,,,KCP,31432.0
169869,KERALA,1977,81 KOTHAMANGALAM,3 M. C. THANKAPPAN,M,,,IND,1491.0
169870,KERALA,1977,81 KOTHAMANGALAM,4 JOHN MATHAI,M,,,IND,320.0
169871,KERALA,1977,81 KOTHAMANGALAM,5 VARGHESE CHERIYA,M,,,IND,77.0
169872,KERALA,1977,81 KOTHAMANGALAM,5 P. R. RAMAKRISHNAN NAIR,M,,,IND,77.0
169873,KERALA,1977,82 THODUPUZHA,1 P. J. JOSEPH,M,,,KEC,38294.0
169874,KERALA,1977,82 THODUPUZHA,2 A. C. CHACKO,M,,,KCP,24386.0
169875,KERALA,1977,82 THODUPUZHA,3 JOSE ABRAHAM,M,,,IND,4278.0
169876,KERALA,1977,82 THODUPUZHA,4 THOMAS NARIMATTAM,M,,,IND,470.0
169877,KERALA,1977,83 DEVICOLAM,1 KITTAPPANARAYANASWAMY,M,,,INC,27348.0
169878,KERALA,1977,83 DEVICOLAM,2 G. VARADAN,M,,,CPM,18949.0
169879,KERALA,1977,83 DEVICOLAM,3 N. GANPATHY,M,,,IND,8388.0
169880,KERALA,1977,83 DEVICOLAM,4 AMAVASI CHUPLAN,M,,,IND,800.0
169881,KERALA,1977,83 DEVICOLAM,5 C. B. RAMAKRISHNAN,M,,,IND,237.0
169882,KERALA,1977,83 DEVICOLAM,6 S. VELAYUDHAN,M,,,IND,92.0
169883,KERALA,1977,84 IDUKKI,1 V. T. SEBASTIAN,M,,,KEC,23244.0
169884,KERALA,1977,84 IDUKKI,2 JOHAN THOMAS MOOLAPPARAMPIL,M,,,IND,14071.0
169885,KERALA,1977,84 IDUKKI,3 E. M. AUGUSTHY,M,,,IND,9482.0
169886,KERALA,1977,84 IDUKKI,4 K. P. GPOI,M,,,IND,4900.0
169887,KERALA,1977,84 IDUKKI,5 JOSEPH PAIKA,M,,,IND,843.0
169888,KERALA,1977,84 IDUKKI,6 JOSEPH I. C.,M,,,IND,191.0
169889,KERALA,1977,84 IDUKKI,7 S. VILAKKUNNAM,M,,,IND,135.0
169890,KERALA,1977,84 IDUKKI,8 MATHEW VARKEY,M,,,IND,83.0
169891,KERALA,1977,85 UDUMBANCHOLA,1 THOMAS JOSEPH,M,,,KEC,29083.0
169892,KERALA,1977,85 UDUMBANCHOLA,2 M. GINADEVAN,M,,,CPM,20843.0
169893,KERALA,1977,85 UDUMBANCHOLA,3 NARAYANAN KOCHUKUNJU,M,,,IND,4289.0
169894,KERALA,1977,85 UDUMBANCHOLA,4 JOSEPH THOMAS,M,,,IND,1091.0
169895,KERALA,1977,85 UDUMBANCHOLA,5 PHILLIP CHACKO,M,,,ADMK,1020.0
169896,KERALA,1977,85 UDUMBANCHOLA,6 MANUEL SUBBAYYAN,M,,,IND,932.0
169897,KERALA,1977,85 UDUMBANCHOLA,7 MARTHAI PHILLIPOSE,M,,,IND,332.0
169898,KERALA,1977,85 UDUMBANCHOLA,8 P. V. SHREEDHARAN,M,,,IND,134.0
169899,KERALA,1977,85 UDUMBANCHOLA,9 LAZER LONAN,M,,,IND,127.0
169900,KERALA,1977,85 UDUMBANCHOLA,10 M. R. SUKUMARAN NAIR,M,,,IND,109.0
169901,KERALA,1977,86 PEERMADE,1 C. A. KURIYAN,M,,,CPI,27360.0
169902,KERALA,1977,86 PEERMADE,2 K. S. KRISHNAN,M,,,CPM,20013.0
169903,KERALA,1977,86 PEERMADE,3 KALLARA SUKUMARAN,M,,,IND,3425.0
169904,KERALA,1977,86 PEERMADE,4 S. K.. ANANDAN,M,,,IND,2564.0
169905,KERALA,1977,86 PEERMADE,5 INNACI MUTHU RAYAPPAN,M,,,ADMK,1094.0
169906,KERALA,1977,86 PEERMADE,6 ARUMA NAYAGOM SUBBIAH,M,,,IND,424.0
169907,KERALA,1977,87 KANJIRAPPALLY,1 K. V. KURIAN,M,,,KEC,32207.0
169908,KERALA,1977,87 KANJIRAPPALLY,2 EAPEN JACOB,M,,,KCP,28227.0
169909,KERALA,1977,87 KANJIRAPPALLY,3 P. GOVINDAN KUTTY,M,,,IND,1864.0
169910,KERALA,1977,87 KANJIRAPPALLY,4 R. S. M. ISMAIL,M,,,IND,425.0
169911,KERALA,1977,87 KANJIRAPPALLY,5 ABRAHAM CHACKO,M,,,IND,219.0
169912,KERALA,1977,87 KANJIRAPPALLY,6 K. SIVARAMAN,M,,,IND,177.0
169913,KERALA,1977,87 KANJIRAPPALLY,7 K. C. JAYADEVPERUMAL,M,,,IND,153.0
169914,KERALA,1977,88 VAZHOOR,1 K. NARAYANA KURUP,M,,,KEC,37391.0
169915,KERALA,1977,88 VAZHOOR,2 K. M. SADASIVAN NAIR,M,,,CPM,17356.0
169916,KERALA,1977,88 VAZHOOR,3 PAUL CHIKARODU,M,,,IND,1070.0
169917,KERALA,1977,88 VAZHOOR,4 A. CHANDRAN,M,,,IND,252.0
169918,KERALA,1977,89 CHANGANACHERRY,1 JOSEPH CHACKO,M,,,KEC,31960.0
169919,KERALA,1977,89 CHANGANACHERRY,2 MATHEW MULLAKUPADEM,M,,,KCP,19481.0
169920,KERALA,1977,89 CHANGANACHERRY,3 P. P. JOSE,M,,,IND,8612.0
169921,KERALA,1977,89 CHANGANACHERRY,4 P. K. DIVAKARAN,M,,,IND,3046.0
169922,KERALA,1977,89 CHANGANACHERRY,5 T. R. SUKUMARAN,M,,,IND,903.0
169923,KERALA,1977,90 KOTTAYAM,1 P. P. GEORGE,M,,,CPI,35683.0
169924,KERALA,1977,90 KOTTAYAM,2 M. THOMAS,M,,,CPM,32107.0
169925,KERALA,1977,90 KOTTAYAM,3 VAIKOM DEVARAJ,M,,,IND,1923.0
169926,KERALA,1977,90 KOTTAYAM,4 THIRUVARPPU PARAMESWARAN NAIR,M,,,IND,538.0
169927,KERALA,1977,90 KOTTAYAM,5 T. K. KOCHOLAKUMAR,M,,,IND,335.0
169928,KERALA,1977,90 KOTTAYAM,6 V. D. JOHN DEVASSIA,M,,,IND,276.0
169929,KERALA,1977,91 ETTUMANOOR,1 P. B. R. PILLAI,M,,,BLD,23795.0
169930,KERALA,1977,91 ETTUMANOOR,2 M. C. ABRAHAM,M,,,INC,23553.0
169931,KERALA,1977,91 ETTUMANOOR,3 GEORGE JOSEPH PODIPARA,M,,,IND,14817.0
169932,KERALA,1977,91 ETTUMANOOR,4 K. J. SUDHAKARAN,M,,,IND,953.0
169933,KERALA,1977,92 PUTHUPPALLY,1 OOMMEN CHANDY,M,,,INC,40376.0
169934,KERALA,1977,92 PUTHUPPALLY,2 P. C. CHERIAN,M,,,BLD,24466.0
169935,KERALA,1977,92 PUTHUPPALLY,3 P. K. VIJAYAN,M,,,IND,1663.0
169936,KERALA,1977,92 PUTHUPPALLY,4 AYARKUNNAM RAMAN NAIR,M,,,IND,676.0
169937,KERALA,1977,93 POONJAR,1 V. J. JOSEPH,M,,,KEC,34770.0
169938,KERALA,1977,93 POONJAR,2 P. I. DEVASIA,M,,,KCP,21065.0
169939,KERALA,1977,94 PALA,1 K. M. MANI,M,,,KEC,39664.0
169940,KERALA,1977,94 PALA,2 N. C. JOSEPH,M,,,IND,24807.0
169941,KERALA,1977,94 PALA,3 JOSEPH CHERIAN,M,,,IND,521.0
169942,KERALA,1977,95 KADUTHURUTHY,1 O. LUKOSE,M,,,KEC,38403.0
169943,KERALA,1977,95 KADUTHURUTHY,2 K. K. JOSEPH,M,,,CPM,25652.0
169944,KERALA,1977,96 VAIKOM,1 M. K. KESAVAN,M,,,CPI,39711.0
169945,KERALA,1977,96 VAIKOM,2 K. G. BHASKARAN,M,,,CPM,24770.0
169946,KERALA,1977,96 VAIKOM,3 M. K. KUNJAN,M,,,IND,746.0
169947,KERALA,1977,96 VAIKOM,4 P. K. NARAYANAN,M,,,IND,365.0
169948,KERALA,1977,96 VAIKOM,5 KUMARJI DAVID,M,,,IND,323.0
169949,KERALA,1977,96 VAIKOM,5 KUMARJI DAVID,M,,,IND,323.0
169950,KERALA,1977,97 AROOR,1 P. S. SREENIVASAN,M,,,CPI,39643.0
169951,KERALA,1977,97 AROOR,2 K. R. GOURI,F,,,CPM,30048.0
169952,KERALA,1977,97 AROOR,3 T. A. PRABHAKARAN,M,,,IND,425.0
169953,KERALA,1977,97 AROOR,4 THURAVOOR BHASI,M,,,IND,358.0
169954,KERALA,1977,97 AROOR,5 C. V. KUNJIKUTTAN,M,,,IND,235.0
169955,KERALA,1977,98 CHERTHALA,1 M. K. RAGHAVAN,M,,,INC,37767.0
169956,KERALA,1977,98 CHERTHALA,2 N. P. THANDAR,M,,,CPM,26007.0
169957,KERALA,1977,98 CHERTHALA,3 RAJAGOPALA KARTHA,M,,,IND,572.0
169958,KERALA,1977,99 MARARIKULAM,1 A. V. THAMARAKSHAN,M,,,RSP,39094.0
169959,KERALA,1977,99 MARARIKULAM,2 P. K. CHANDRANDAN,M,,,CPM,34748.0
169960,KERALA,1977,99 MARARIKULAM,3 M. D. GOPIDAS,M,,,IND,3673.0
169961,KERALA,1977,100 ALLEPPEY,1 P. K. VASUDEVAN NAIR,M,,,CPI,35301.0
169962,KERALA,1977,100 ALLEPPEY,2 JOSEPH MATAHN,M,,,BLD,25631.0
169963,KERALA,1977,101 AMBALAPUZHA,1 K.K. KUMARA PILLAI,M,,,RSP,32056.0
169964,KERALA,1977,101 AMBALAPUZHA,2 V.S. ACHUTHANANDAN,M,,,CPM,26471.0
169965,KERALA,1977,101 AMBALAPUZHA,3 RAJASIMHAN,M,,,IND,2288.0
169966,KERALA,1977,101 AMBALAPUZHA,4 K.BALAKRISHNA KURUP,M,,,IND,458.0
169967,KERALA,1977,101 AMBALAPUZHA,5 P.A. MAJEED,M,,,IND,269.0
169968,KERALA,1977,101 AMBALAPUZHA,6 JOSEPH POOTHARA,M,,,IND,223.0
169969,KERALA,1977,101 AMBALAPUZHA,7 RAMA PANIKER HARIHARA IYER,M,,,IND,102.0
169970,KERALA,1977,102 KUTTANAD,1 EAPPEN KANDAKUDY,M,,,KEC,34161.0
169971,KERALA,1977,102 KUTTANAD,2 K.P. JOSEPH,M,,,CPM,27014.0
169972,KERALA,1977,102 KUTTANAD,3 K. RAVU,M,,,IND,3054.0
169973,KERALA,1977,102 KUTTANAD,4 KURIAN MATHEW,M,,,IND,305.0
169974,KERALA,1977,102 KUTTANAD,5 P.Z. JOSEPH,M,,,IND,152.0
169975,KERALA,1977,102 KUTTANAD,5 P.Z. JOSEPH,M,,,IND,152.0
169976,KERALA,1977,103 HARIPAD,1 G.P. MANGALATHU MADAOM,M,,,IND,33037.0
169977,KERALA,1977,103 HARIPAD,2 C.B.C. WARRIER,M,,,CPM,30118.0
169978,KERALA,1977,103 HARIPAD,3 K. BALAKRISHAN,M,,,IND,8266.0
169979,KERALA,1977,103 HARIPAD,4 G. DASAPPAN PILLAI,M,,,IND,421.0
169980,KERALA,1977,103 HARIPAD,5 K.R. HARIPAD,M,,,IND,102.0
169981,KERALA,1977,104 KAYAMKULAM,1 THUNDATHIE KUNJUKRISHNA PILLAI,M,,,INC,29742.0
169982,KERALA,1977,104 KAYAMKULAM,2 P.A. HARIS P.K. KUNJU,M,,,BLD,24655.0
169983,KERALA,1977,104 KAYAMKULAM,3 T.V. VIJAYARAJAN,M,,,IND,9699.0
169984,KERALA,1977,105 THIRUVALLA,1 E. JOHN JACOB,M,,,KEC,31548.0
169985,KERALA,1977,105 THIRUVALLA,2 JOHN JACOB VALLAKKALIL,M,,,KCP,24573.0
169986,KERALA,1977,105 THIRUVALLA,3 VENGAL P.K. MATHEW,M,,,IND,1299.0
169987,KERALA,1977,105 THIRUVALLA,4 K. KARUNAKARA PILLAI,M,,,IND,407.0
169988,KERALA,1977,105 THIRUVALLA,5 SAMUEL CHERIAN,M,,,IND,225.0
169989,KERALA,1977,105 THIRUVALLA,6 MATHAI CHACKO,M,,,IND,203.0
169990,KERALA,1977,106 KALLOOPPARA,1 T.S. JOHN,M,,,KEC,33967.0
169991,KERALA,1977,106 KALLOOPPARA,2 E.K. KURIAKOSE,M,,,KCP,17173.0
169992,KERALA,1977,106 KALLOOPPARA,3 GEORGE VARGHESE,M,,,IND,2173.0
169993,KERALA,1977,106 KALLOOPPARA,4 A. MARET,M,,,IND,865.0
169994,KERALA,1977,106 KALLOOPPARA,5 M.D. KUNJOONJU SHASTRI,M,,,IND,402.0
169995,KERALA,1977,106 KALLOOPPARA,6 CHRISTUDAS,M,,,IND,230.0
169996,KERALA,1977,106 KALLOOPPARA,7 M.D. JANAMMA,F,,,IND,136.0
169997,KERALA,1977,107 ARANMULA,1 M.K. HEMACHANDRAN,M,,,INC,35482.0
169998,KERALA,1977,107 ARANMULA,2 P.N. CHANDRASENAN,M,,,IND,21127.0
169999,KERALA,1977,107 ARANMULA,3 PERINGALA BALAKRISHNAN,M,,,IND,1691.0
170000,KERALA,1977,107 ARANMULA,4 RAMAKRISHNA PILLAI,M,,,IND,521.0
170001,KERALA,1977,108 CHENGANNUR,1 THAKAPPAN PILLAI,M,,,IND,33909.0
170002,KERALA,1977,108 CHENGANNUR,2 K.R. SARASWATHI AMMA,F,,,KCP,27356.0
170003,KERALA,1977,108 CHENGANNUR,3 V. VISWANATHAN,M,,,IND,2150.0
170004,KERALA,1977,108 CHENGANNUR,4 P.P. MATHEW,M,,,IND,409.0
170005,KERALA,1977,109 MAVELIKARA,1 BHASKARAN NAIR,M,,,IND,35103.0
170006,KERALA,1977,109 MAVELIKARA,2 S. GOVINDA KURUP,M,,,CPM,26310.0
170007,KERALA,1977,109 MAVELIKARA,3 K. VISWANATHAN,M,,,IND,4946.0
170008,KERALA,1977,109 MAVELIKARA,4 KESHVA PILLAI,M,,,IND,262.0
170009,KERALA,1977,110 PANDALAM,1 DAMODARAN KALASSERY,M,,,INC,36938.0
170010,KERALA,1977,110 PANDALAM,2 V. KESAVAN,M,,,CPM,31764.0
170011,KERALA,1977,110 PANDALAM,3 P.C. KUNJACHAN,M,,,IND,3838.0
170012,KERALA,1977,110 PANDALAM,4 K.V. ACHUTHAN,M,,,IND,448.0
170013,KERALA,1977,110 PANDALAM,5 M. MADHAVAN,M,,,IND,109.0
170014,KERALA,1977,111 RANNI,1 K.A. MATHEW,M,,,KEC,32530.0
170015,KERALA,1977,111 RANNI,2 F. THOMAS KUTTIKAYAM,M,,,KCP,23235.0
170016,KERALA,1977,111 RANNI,3 RAMAN THEVAN,M,,,IND,679.0
170017,KERALA,1977,111 RANNI,4 IDIKULA IDIKULA VAYALA,M,,,IND,343.0
170018,KERALA,1977,111 RANNI,5 T. BALAKRISHNA,M,,,IND,213.0
170019,KERALA,1977,111 RANNI,6 JOSE CHALUPARAMBIL,M,,,IND,179.0
170020,KERALA,1977,112 PATHANAMTHITTA,1 GEORGE MATHEW,M,,,KEC,34853.0
170021,KERALA,1977,112 PATHANAMTHITTA,2 K.K. NAIR,M,,,IND,30686.0
170022,KERALA,1977,113 KONNI,1 P.J. THOMAS,M,,,INC,30714.0
170023,KERALA,1977,113 KONNI,2 R.C. UNNITHAN,M,,,CPM,30277.0
170024,KERALA,1977,113 KONNI,3 C.K. NARAYANAN,M,,,IND,429.0
170025,KERALA,1977,114 PATHANAPURAM,1 E.K. PILLAI,M,,,CPI,30927.0
